Branch,Bill No,Bill_date,Maker,Category,Product,Design,Sub_Design,Size,Pcs,Gwt(Grams),Sales_Value,Age,Employee,Purchase Value,Weight Min,Weight Max,Profit Margin %,Revenue Per Gram,Product Performance
MDU,GL-08061,2024-11-17,A,22KT,G RING,CASTING,CA R,13.0,1.0,2.34,16355.36,1967.0,SATHISH KUMAR,3750.0,1.0,2.0,77.07173672728696,6989.470085470086,Slow Moving
MDU,GL-08085,2024-11-18,D_28,22KT,G RING,CASTING,CA R,22.0,1.0,5.91,37749.9,322.0,VANI,3750.0,4.0,6.0,90.06619885085789,6387.46192893401,Slow Moving
CNI,GL-06554,2024-11-18,D_28,22KT,G RING,CASTING,CA R,11.0,1.0,2.15,15834.12,13.0,MANIKANDAN,14482.8,1.0,2.0,8.53422861516776,7364.706976744187,Fast Moving
MDU,GL-08094,2024-11-18,E,22KT,G RING,CASTING,CA R,13.0,1.0,2.14,16027.2,3069.0,KAVITHA,3750.0,1.0,2.0,76.60227613057802,7489.345794392523,Slow Moving
MDU,GL-08097,2024-11-18,Z_24,22KT,G RING,CASTING,CA R,14.0,1.0,5.74,46907.12,321.0,KAVITHA,3750.0,4.0,6.0,92.0054780596208,8171.97212543554,Slow Moving
MDU,GL-08101,2024-11-18,A,22KT,G RING,CASTING,CA R,14.0,1.0,5.36,36377.61,323.0,VANI,3750.0,4.0,6.0,89.69146131370368,6786.867537313433,Slow Moving
MDU,GL-08103,2024-11-19,A,22KT,G RING,CASTING,CA R,10.0,1.0,1.77,13950.25,2.0,VANI,12411.0,1.0,2.0,11.033852439920432,7881.497175141243,Fast Moving
MDU,GL-08106,2024-11-19,D_28,22KT,G RING,CASTING,CA R,10.0,1.0,2.03,15373.64,14.0,VANI,13884.8,1.0,2.0,9.684368828722413,7573.221674876848,Fast Moving
MDU,GL-08110,2024-11-19,I_33,22KT,G RING,CASTING,CA R,9.0,1.0,2.93,21016.61,151.0,KANNAN,18851.46,2.0,3.0,10.302089632914162,7172.904436860068,Slow Moving
MDU,GL-08110,2024-11-19,A,22KT,G RING,CASTING,CA R,12.0,1.0,4.74,32517.98,60.0,KANNAN,3750.0,4.0,6.0,88.46791836393282,6860.333333333333,Slow Moving
CNI,GL-06561,2024-11-19,D_28,22KT,G RING,CASTING,CA R,23.0,1.0,4.1,27250.12,14.0,MANIKANDAN,24217.2,3.0,4.0,11.129932638828741,6646.370731707318,Fast Moving
CNI,GL-06577,2024-11-20,D_28,22KT,G RING,CASTING,CA R,13.0,1.0,3.87,25875.45,114.0,PRABU KUMAR,23277.6,3.0,4.0,10.039825394340976,6686.162790697675,Slow Moving
MDU,GL-08148,2024-11-20,D_28,22KT,G RING,CASTING,CA R,21.0,1.0,4.07,27779.27,15.0,VANI,24066.4,3.0,4.0,13.365613999215958,6825.373464373464,Fast Moving
MDU,GL-08159,2024-11-20,A,22KT,G RING,CASTING,CA R,17.0,1.0,4.52,30250.46,14.0,KAVITHA,25942.03,4.0,6.0,14.242527221073665,6692.5796460177,Fast Moving
MDU,GL-08163,2024-11-20,A,22KT,G RING,CASTING,CA R,15.0,1.0,2.68,19457.96,215.0,KAVITHA,18301.7,2.0,3.0,5.942349557713134,7260.432835820895,Slow Moving
MDU,GL-08164,2024-11-20,A,22KT,G RING,CASTING,CA R,19.0,1.0,4.32,29250.53,104.0,KAVITHA,3750.0,3.0,4.0,87.17971947858723,6770.956018518518,Slow Moving
CNI,GL-06602,2024-11-21,D_28,22KT,G RING,CASTING,CA R,20.0,1.0,1.34,11707.83,16.0,ANISH,10437.2,0.0,1.0,10.85282242738406,8737.186567164179,Fast Moving
CNI,GL-06609,2024-11-21,A,22KT,G RING,CASTING,CA R,10.0,1.0,4.24,27775.42,235.0,SELCIYA DEVI,3750.0,3.0,4.0,86.49885402272945,6550.806603773584,Slow Moving
CNI,GL-06609,2024-11-21,D_28,22KT,G RING,CASTING,CA R,12.0,1.0,2.45,17648.51,116.0,SELCIYA DEVI,16113.1,1.0,2.0,8.699941241498564,7203.4734693877535,Slow Moving
CNI,GL-06609,2024-11-21,Y_23,22KT,G RING,CASTING,CA R,11.0,1.0,4.2,27551.03,165.0,SELCIYA DEVI,25022.83,3.0,4.0,9.176426434873749,6559.769047619047,Slow Moving
MDU,GL-08186,2024-11-21,A,22KT,G RING,CASTING,CA R,12.0,1.0,4.51,29350.18,235.0,KARTHICK,3750.0,4.0,6.0,87.22324701245444,6507.80044345898,Slow Moving
CBT,GL-03104,2024-11-21,E,22KT,G RING,CASTING,CA R,18.0,1.0,3.55,23949.89,114.0,KARUPPANAN,3750.0,3.0,4.0,84.34230804400354,6746.447887323944,Slow Moving
CNI,GL-06624,2024-11-22,D_28,22KT,G RING,CASTING,CA R,12.0,1.0,4.0,26299.54,17.0,MANIKANDAN,23718.0,3.0,4.0,9.81591313003954,6574.885,Fast Moving
CNI,GL-06626,2024-11-22,Y_23,22KT,G RING,CASTING,CA R,12.0,1.0,4.69,30970.45,485.0,MANIKANDAN,26228.0,4.0,6.0,15.312822383917574,6603.507462686567,Slow Moving
CNI,GL-06626,2024-11-22,Y_23,22KT,G RING,CASTING,CA R,20.0,1.0,7.86,49329.59,328.0,MANIKANDAN,3750.0,6.0,8.0,92.39807182666631,6276.029262086513,Slow Moving
CNI,GL-06627,2024-11-22,D_28,22KT,G RING,CASTING,CA R,19.0,1.0,4.04,26250.23,116.0,PRABU KUMAR,24134.4,3.0,4.0,8.06023413890087,6497.581683168317,Slow Moving
CNI,GL-06628,2024-11-22,D_28,22KT,G RING,CASTING,CA R,19.0,1.0,4.22,27250.44,17.0,PRABU KUMAR,24815.2,3.0,4.0,8.936516254416436,6457.450236966824,Fast Moving
CNI,GL-06631,2024-11-22,F,22KT,G RING,CASTING,CA R,11.0,1.0,2.9,19766.82,1309.0,PRABU KUMAR,3750.0,2.0,3.0,81.02881495354336,6816.144827586207,Slow Moving
CBT,GL-03114,2024-11-23,D_28,22KT,G RING,CASTING,CA R,16.0,1.0,4.1,26749.68,117.0,KARUPPANAN,24439.27,3.0,4.0,8.63715005188847,6524.312195121952,Slow Moving
MDU,GL-08238,2024-11-23,D_28,22KT,G RING,CASTING,CA R,14.0,1.0,4.12,27293.9,18.0,SILAMBARASAN,24316.0,3.0,4.0,10.910496484562488,6624.733009708738,Fast Moving
MDU,GL-08242,2024-11-23,Q,22KT,G RING,CASTING,CA R,7.0,1.0,0.86,8734.86,8.0,SUNDARAM,3750.0,0.0,1.0,57.06857350890569,10156.813953488372,Fast Moving
CNI,GL-06654,2024-11-23,I_33,22KT,G RING,CASTING,CA R,19.0,1.0,6.28,40539.25,155.0,SELCIYA DEVI,36120.04,4.0,6.0,10.90106501723638,6455.294585987261,Slow Moving
MDU,GL-08264,2024-11-24,E,22KT,G RING,CASTING,CA R,11.0,1.0,2.53,19229.6,1551.0,VANI,3750.0,2.0,3.0,80.49881432791113,7600.632411067194,Slow Moving
CBT,GL-03133,2024-11-24,D_28,22KT,G RING,CASTING,CA R,11.0,1.0,2.18,14658.96,379.0,RAVIKUMAR,13467.0,1.0,2.0,8.131272614155433,6724.293577981651,Slow Moving
CBT,GL-03134,2024-11-24,D_28,22KT,G RING,CASTING,CA R,17.0,1.0,2.07,15350.39,118.0,RAJAPRABHU,14194.51,1.0,2.0,7.529971551211398,7415.647342995169,Slow Moving
MDU,GL-08270,2024-11-24,D_28,22KT,G RING,CASTING,CA R,18.0,1.0,8.16,49750.45,379.0,VANI,40121.0,6.0,8.0,19.35550331705542,6096.868872549019,Slow Moving
MDU,GL-08273,2024-11-24,A,22KT,G RING,CASTING,CA R,6.0,1.0,1.6,12689.74,138.0,KANNAN,11875.49,1.0,2.0,6.416601128155502,7931.0875,Slow Moving
MDU,GL-08281,2024-11-25,D_28,22KT,G RING,CASTING,CA R,14.0,1.0,2.12,16250.42,20.0,RAVIKUMAR,14332.0,1.0,2.0,11.805356415403418,7665.292452830188,Fast Moving
MDU,GL-08284,2024-11-25,D_28,22KT,G RING,CASTING,CA R,14.0,1.0,4.32,28809.95,20.0,KARMEGAM,25314.4,3.0,4.0,12.133134559414366,6668.969907407407,Fast Moving
CBT,GL-03142,2024-11-25,A,22KT,G RING,CASTING,CA R,14.0,1.0,3.17,21795.87,139.0,KARUPPANAN,19850.5,2.0,3.0,8.925406510499462,6875.668769716088,Slow Moving
CNI,GL-06675,2024-11-25,A,22KT,G RING,CASTING,CA R,19.0,1.0,3.96,26110.71,19.0,RAMANATHAN,23193.36,3.0,4.0,11.173001423553778,6593.613636363636,Fast Moving
CNI,GL-06675,2024-11-25,A,22KT,G RING,CASTING,CA R,10.0,1.0,2.84,19792.97,239.0,RAMANATHAN,3750.0,2.0,3.0,81.05387923085823,6969.3556338028175,Slow Moving
MDU,GL-08302,2024-11-25,D_28,22KT,G RING,CASTING,CA R,12.0,1.0,2.0,15250.2,20.0,SATHISH KUMAR,13734.0,1.0,2.0,9.942164692922065,7625.1,Fast Moving
CBT,GL-03147,2024-11-25,D_28,22KT,G RING,CASTING,CA R,16.0,1.0,2.92,20276.35,119.0,KARUPPANAN,3750.0,2.0,3.0,81.5055471029056,6943.9554794520545,Slow Moving
CNI,GL-06697,2024-11-26,Q,22KT,G RING,CASTING,CA R,13.0,1.0,5.18,32449.52,12.0,MANIKANDAN,28111.29,4.0,6.0,13.369165399056747,6264.386100386101,Fast Moving
MDU,GL-08318,2024-11-26,D_28,22KT,G RING,CASTING,CA R,19.0,1.0,4.12,27449.53,121.0,VANI,24539.14,3.0,4.0,10.602695200974296,6662.507281553398,Slow Moving
MDU,GL-08331,2024-11-26,D_28,22KT,G RING,CASTING,CA R,18.0,1.0,3.25,22587.51,21.0,KAVITHA,19974.0,2.0,3.0,11.57059808717295,6950.003076923076,Fast Moving
CBT,GL-03155,2024-11-26,E,22KT,G RING,CASTING,CA R,19.0,1.0,8.25,51414.71,1374.0,ELACKIYA,3750.0,6.0,8.0,92.70636749677281,6232.0860606060605,Slow Moving
CBT,GL-03159,2024-11-26,D_28,22KT,G RING,CASTING,CA R,18.0,1.0,4.0,26450.23,121.0,ELACKIYA,23934.65,3.0,4.0,9.510616731877183,6612.5575,Slow Moving
MDU,GL-08346,2024-11-26,I_33,22KT,G RING,CASTING,CA R,14.0,1.0,6.07,38261.39,158.0,KANNAN,35041.74,4.0,6.0,8.414879856691044,6303.359143327842,Slow Moving
MDU,GL-08355,2024-11-27,E,22KT,G RING,CASTING,CA R,16.0,1.0,3.84,25636.87,1554.0,KANNAN,3750.0,3.0,4.0,85.37262934203747,6676.268229166667,Slow Moving
MDU,GL-08356,2024-11-27,Z_24,22KT,G RING,CASTING,CA R,14.0,1.0,8.06,57517.7,328.0,KANNAN,3750.0,6.0,8.0,93.48026781321228,7136.191066997518,Slow Moving
MDU,GL-08357,2024-11-27,D_28,22KT,G RING,CASTING,CA R,15.0,1.0,2.04,15599.6,22.0,KANNAN,13931.6,1.0,2.0,10.69258186107336,7646.862745098039,Fast Moving
MDU,GL-08364,2024-11-27,D_28,22KT,G RING,CASTING,CA R,17.0,1.0,4.3,27124.46,22.0,VANI,25215.6,3.0,4.0,7.0374119890313045,6308.013953488372,Fast Moving
CNI,GL-06732,2024-11-27,D_28,22KT,G RING,CASTING,CA R,8.0,1.0,2.2,16445.89,22.0,ARUNACHALAM,14732.4,1.0,2.0,10.418955739093475,7475.404545454545,Fast Moving
MDU,GL-08375,2024-11-27,D_28,22KT,G RING,CASTING,CA R,20.0,1.0,4.15,27936.0,22.0,VANI,24466.8,3.0,4.0,12.418384879725089,6731.566265060241,Fast Moving
MDU,GL-08376,2024-11-27,D_28,22KT,G RING,CASTING,CA R,18.0,1.0,6.33,39613.12,122.0,VANI,35693.26,4.0,6.0,9.895357901624513,6257.996840442338,Slow Moving
MDU,GL-08384,2024-11-27,D_28,22KT,G RING,CASTING,CA R,11.0,1.0,3.98,26750.28,22.0,VANI,23619.2,3.0,4.0,11.704849444566555,6721.175879396985,Fast Moving
MDU,GL-08386,2024-11-27,D,22KT,G RING,CASTING,CA R,14.0,1.0,2.82,19556.81,271.0,SATHISH KUMAR,3750.0,2.0,3.0,80.82509366302583,6935.039007092199,Slow Moving
MDU,GL-08392,2024-11-27,A,22KT,G RING,CASTING,CA R,22.0,1.0,4.09,26948.45,241.0,VANI,3750.0,3.0,4.0,86.08454289578808,6588.863080684597,Slow Moving
MDU,GL-08392,2024-11-27,D_28,22KT,G RING,CASTING,CA R,18.0,1.0,4.2,27552.02,22.0,VANI,24716.4,3.0,4.0,10.291876965826821,6560.004761904762,Fast Moving
CNI,GL-06752,2024-11-28,A,22KT,G RING,CASTING,CA R,20.0,1.0,4.2,27440.21,22.0,MANIKANDAN,24372.84,3.0,4.0,11.17837655032523,6533.383333333333,Fast Moving
CNI,GL-06753,2024-11-28,B_26,22KT,G RING,CASTING,CA R,,1.0,1.07,10029.85,711.0,KAMATCHI,8922.0,0.0,1.0,11.04552909564949,9373.691588785046,Slow Moving
MDU,GL-08401,2024-11-28,I_33,22KT,G RING,CASTING,CA R,9.0,1.0,3.03,21966.59,160.0,ESAKKIAMMAL,19366.94,2.0,3.0,11.834563307277103,7249.699669966997,Slow Moving
MDU,GL-08401,2024-11-28,I_33,22KT,G RING,CASTING,CA R,16.0,1.0,3.02,21907.94,160.0,ESAKKIAMMAL,19319.6,2.0,3.0,11.814620635258269,7254.28476821192,Slow Moving
CNI,GL-06761,2024-11-28,D_28,22KT,G RING,CASTING,CA R,14.0,1.0,1.3,11151.68,23.0,KAMATCHI,10239.6,0.0,1.0,8.178857356021693,8578.215384615385,Fast Moving
CNI,GL-06766,2024-11-29,L_36,22KT,G RING,CASTING,CA R,11.0,1.0,2.11,15480.8,471.0,RAMANATHAN,12722.0,1.0,2.0,17.820784455583688,7336.872037914692,Slow Moving
MDU,GL-08424,2024-11-29,D_28,22KT,G RING,CASTING,CA R,12.0,1.0,4.12,26750.22,24.0,VANI,24316.0,3.0,4.0,9.099813010883654,6492.771844660194,Fast Moving
CNI,GL-06779,2024-11-29,D_28,22KT,G RING,CASTING,CA R,19.0,1.0,4.02,26250.15,24.0,ARUNACHALAM,23816.8,3.0,4.0,9.269851791323106,6529.888059701493,Fast Moving
MDU,GL-08441,2024-11-29,Y_23,22KT,G RING,CASTING,CA R,20.0,1.0,4.03,27449.47,330.0,SATHISH KUMAR,3750.0,3.0,4.0,86.33853404091226,6811.28287841191,Slow Moving
MDU,GL-08446,2024-11-30,E,22KT,G RING,CASTING,CA R,24.0,1.0,5.06,32749.52,133.0,YUGESH MOULI,3750.0,4.0,6.0,88.549450495763,6472.237154150198,Slow Moving
CNI,GL-06786,2024-11-30,Z_24,22KT,G RING,CASTING,CA R,15.0,1.0,3.6,24242.29,1106.0,MANIKANDAN,3750.0,3.0,4.0,84.53116434132254,6733.969444444445,Slow Moving
CNI,GL-06794,2024-11-30,D_28,22KT,G RING,CASTING,CA R,6.0,1.0,3.75,24851.24,124.0,KAMATCHI,22673.11,3.0,4.0,8.764673312076182,6626.997333333334,Slow Moving
MDU,GL-08481,2024-11-30,D_28,22KT,G RING,CASTING,CA R,20.0,1.0,3.81,26345.7,25.0,YOGANATHAN,22771.6,3.0,4.0,13.566160701746401,6914.881889763779,Fast Moving
MDU,GL-08481,2024-11-30,A,22KT,G RING,CASTING,CA R,18.0,1.0,4.46,30194.3,24.0,YOGANATHAN,25651.06,3.0,4.0,15.046680996082035,6770.0224215246635,Fast Moving
MDU,GL-07892,2024-11-10,F,22KT,G RING,CASTING,SINGA,18.0,1.0,12.41,71750.06,0.0,SATHISH KUMAR,66846.75,10.0,12.0,6.8338758183616815,5781.632554391619,Fast Moving
MDU,GL-07540,2024-11-01,T,22KT,G RING,BOMBAY,BY RI,20.0,1.0,2.98,19917.57,81.0,MANOJ KUMAR,18731.12,2.0,3.0,5.9568009551365995,6683.748322147651,Slow Moving
CNI,GL-06219,2024-11-01,T,22KT,G RING,BOMBAY,BY RI,17.0,1.0,2.96,19549.57,81.0,ARUNACHALAM,18630.04,2.0,3.0,4.7035817156080615,6604.584459459459,Slow Moving
MDU,GL-07799,2024-11-08,Q,22KT,G RING,BOMBAY,BY RI,24.0,1.0,4.04,26750.45,74.0,VANI,3750.0,3.0,4.0,85.98154423570445,6621.398514851485,Slow Moving
CNI,GL-06374,2024-11-08,P_16,22KT,G RING,BOMBAY,BY RI,15.0,1.0,3.0,19373.54,218.0,ARUNACHALAM,19058.21,2.0,3.0,1.627632327390873,6457.846666666667,Slow Moving
CBT,GL-03002,2024-11-11,M_13,22KT,G RING,BOMBAY,BY RI,11.0,1.0,1.5,12173.06,297.0,RAJAPRABHU,10490.0,0.0,1.0,13.826104529181649,8115.373333333333,Slow Moving
MDU,GL-07970,2024-11-13,Q,22KT,G RING,BOMBAY,BY RI,21.0,1.0,3.9,25749.9,5.0,VANI,3750.0,3.0,4.0,85.4368366479093,6602.538461538462,Fast Moving
MDU,GL-08075,2024-11-18,M_13,22KT,G RING,BOMBAY,BY RI,13.0,1.0,2.14,15720.76,163.0,ESAKKIAMMAL,14638.89,1.0,2.0,6.881791974433811,7346.14953271028,Slow Moving
MDU,GL-08094,2024-11-18,E,22KT,G RING,BOMBAY,BY RI,15.0,1.0,7.29,44777.75,323.0,KAVITHA,3750.0,6.0,8.0,91.62530497847703,6142.352537722908,Slow Moving
MDU,GL-08282,2024-11-25,T,22KT,G RING,BOMBAY,BY RI,18.0,1.0,3.9,25590.73,105.0,SHANMUGANATHAN,23859.6,3.0,4.0,6.764676115140135,6561.725641025641,Slow Moving
CBT,GL-03141,2024-11-25,A,22KT,G RING,BOMBAY,BY RI,19.0,1.0,2.1,15307.0,1252.0,RAVIKUMAR,3750.0,1.0,2.0,75.50140458613707,7289.047619047618,Slow Moving
MDU,GL-08315,2024-11-26,M_13,22KT,G RING,BOMBAY,BY RI,12.0,1.0,3.03,21749.67,3.0,ESAKKIAMMAL,19620.57,2.0,3.0,9.789114041730281,7178.108910891089,Fast Moving
CNI,GL-06709,2024-11-26,M_13,22KT,G RING,BOMBAY,BY RI,19.0,1.0,3.8,25009.63,627.0,ANISH,20706.0,3.0,4.0,17.20789152018643,6581.481578947369,Slow Moving
CNI,GL-06709,2024-11-26,M_13,22KT,G RING,BOMBAY,BY RI,11.0,1.0,3.08,20987.15,3.0,ANISH,19881.09,2.0,3.0,5.270177227493972,6814.00974025974,Fast Moving
MDU,GL-08364,2024-11-27,M_13,22KT,G RING,BOMBAY,BY RI,9.0,1.0,2.31,16375.11,172.0,VANI,15503.67,1.0,2.0,5.3217352433052385,7088.792207792208,Slow Moving
CBT,GL-03163,2024-11-27,E,22KT,G RING,BOMBAY,BY RI,21.0,1.0,4.0,25949.89,130.0,RAJAPRABHU,3750.0,3.0,4.0,85.54907169163337,6487.4725,Slow Moving
MDU,GL-08388,2024-11-27,T,22KT,G RING,BOMBAY,BY RI,18.0,1.0,3.94,26350.04,107.0,KAVITHA,23556.36,3.0,4.0,10.602185044121375,6687.827411167513,Slow Moving
MDU,GL-08391,2024-11-27,M_13,22KT,G RING,BOMBAY,BY RI,11.0,1.0,3.1,18833.98,4.0,VANI,19989.65,2.0,3.0,-6.136090194425193,6075.477419354838,Fast Moving
CNI,GL-06764,2024-11-29,M_13,22KT,G RING,BOMBAY,BY RI,12.0,1.0,3.03,20502.94,212.0,MANIKANDAN,19334.92,2.0,3.0,5.696841526142107,6766.646864686469,Slow Moving
CNI,GL-06789,2024-11-30,A,22KT,G RING,BOMBAY,BY RI,17.0,1.0,3.91,25749.67,712.0,RAMANATHAN,23021.0,3.0,4.0,10.596912504121406,6585.593350383631,Slow Moving
CNI,GL-06261,2024-11-03,E,22KT,G RING,BOMBAY,B FR,14.0,1.0,2.98,19750.44,1467.0,ARUN KUMAR,3750.0,2.0,3.0,81.01308122755746,6627.664429530201,Slow Moving
CBT,GL-03001,2024-11-11,A,22KT,G RING,BOMBAY,B FR,19.0,1.0,3.12,20991.58,294.0,RAJAPRABHU,18888.0,2.0,3.0,10.02106558915528,6728.070512820513,Slow Moving
MDU,GL-08061,2024-11-17,M_13,22KT,G RING,BOMBAY,B FR,15.0,1.0,2.45,16721.32,1093.0,SATHISH KUMAR,3750.0,1.0,2.0,77.57354084486153,6825.028571428571,Slow Moving
MDU,GL-08094,2024-11-18,L_12,22KT,G RING,BOMBAY,B FR,16.0,1.0,4.56,29423.41,323.0,KAVITHA,3750.0,4.0,6.0,87.25504623699292,6452.502192982457,Slow Moving
MDU,GL-08363,2024-11-27,L_12,22KT,G RING,BOMBAY,B FR,10.0,1.0,1.54,11250.02,331.0,YOGANATHAN,3750.0,1.0,2.0,66.66672592582059,7305.207792207792,Slow Moving
MDU,GL-08406,2024-11-28,E,22KT,G RING,BOMBAY,B FR,20.0,1.0,6.0,41458.58,2665.0,ESAKKIAMMAL,3750.0,4.0,6.0,90.95482768584935,6909.763333333333,Slow Moving
CNI,GL-06420,2024-11-10,Q,22KT,G RING,EXCLUSIVE,CA R,12.0,1.0,4.03,26750.33,6.0,KAMATCHI,3750.0,3.0,4.0,85.9814813499497,6637.799007444169,Fast Moving
CNI,GL-06224,2024-11-01,K_35,22KT,G RING,EXCLUSIVE,COUPL,21.0,1.0,6.1,36633.43,65.0,MANIKANDAN,35882.83,4.0,6.0,2.048948187488855,6005.480327868853,Slow Moving
MDU,GL-07556,2024-11-01,K_35,22KT,G RING,EXCLUSIVE,COUPL,12.0,1.0,4.03,26214.11,64.0,ESAKKIAMMAL,24982.91,3.0,4.0,4.696707231334578,6504.74193548387,Slow Moving
MDU,GL-07664,2024-11-04,K_35,22KT,G RING,EXCLUSIVE,COUPL,23.0,1.0,5.0,30867.33,67.0,MANOJ KUMAR,30090.57,4.0,6.0,2.5164470007610054,6173.466,Slow Moving
CNI,GL-06370,2024-11-08,K_35,22KT,G RING,EXCLUSIVE,COUPL,12.0,1.0,3.91,23794.87,72.0,RAVICHANDRAN,24346.46,3.0,4.0,-2.3181047007191053,6085.644501278772,Slow Moving
CBT,GL-03016,2024-11-12,Q,22KT,G RING,EXCLUSIVE,COUPL,12.0,1.0,4.09,27250.11,1.0,RAVIKUMAR,3750.0,3.0,4.0,86.23858766074706,6662.618581907091,Fast Moving
CBT,GL-03017,2024-11-12,Q,22KT,G RING,EXCLUSIVE,COUPL,12.0,1.0,5.11,33749.98,1.0,RAVIKUMAR,3750.0,4.0,6.0,88.88888230452284,6604.692759295499,Fast Moving
CNI,GL-06472,2024-11-12,K_35,22KT,G RING,EXCLUSIVE,COUPL,8.0,1.0,3.92,22855.25,173.0,PRABU KUMAR,24043.42,3.0,4.0,-5.19867426521258,5830.420918367347,Slow Moving
MDU,GL-08272,2024-11-24,K_35,22KT,G RING,EXCLUSIVE,COUPL,11.0,1.0,3.72,23578.04,87.0,KANNAN,23346.32,3.0,4.0,0.9827788908662516,6338.182795698925,Slow Moving
MDU,GL-08399,2024-11-28,K_35,22KT,G RING,EXCLUSIVE,COUPL,12.0,1.0,5.19,33749.98,92.0,VANI,31090.71,4.0,6.0,7.879323187747085,6502.8863198458575,Slow Moving
MDU,GL-07564,2024-11-02,T_19,22KT,G RING,EXCLUSIVE,YA R,16.0,1.0,2.34,15701.44,93.0,SHANMUGANATHAN,15228.99,1.0,2.0,3.008959687773865,6710.017094017095,Slow Moving
CNI,GL-06272,2024-11-03,E,22KT,G RING,EXCLUSIVE,YA R,21.0,1.0,4.1,25250.46,1430.0,MANIKANDAN,3750.0,3.0,4.0,85.14878540826582,6158.648780487805,Slow Moving
MDU,GL-07621,2024-11-03,T_19,22KT,G RING,EXCLUSIVE,YA R,12.0,1.0,2.95,20549.92,94.0,VANI,18223.29,2.0,3.0,11.32184456192529,6966.074576271186,Slow Moving
MDU,GL-07713,2024-11-05,T_19,22KT,G RING,EXCLUSIVE,YA R,15.0,1.0,3.96,25549.83,96.0,VANI,23174.82,3.0,4.0,9.295600009863087,6451.977272727273,Slow Moving
MDU,GL-07757,2024-11-06,Q,22KT,G RING,EXCLUSIVE,YA R,20.0,1.0,4.07,23650.29,2.0,VANI,3750.0,3.0,4.0,84.14395764280269,5810.882063882063,Fast Moving
CBT,GL-03003,2024-11-11,E,22KT,G RING,EXCLUSIVE,YA R,20.0,1.0,6.41,39152.23,3573.0,ELACKIYA,3750.0,4.0,6.0,90.42200150540594,6107.9921996879875,Slow Moving
MDU,GL-07944,2024-11-12,T_19,22KT,G RING,EXCLUSIVE,YA R,10.0,1.0,1.08,9820.94,103.0,VANI,9047.22,0.0,1.0,7.878268271672581,9093.462962962964,Slow Moving
MDU,GL-07944,2024-11-12,T_19,22KT,G RING,EXCLUSIVE,YA R,13.0,1.0,1.86,14179.53,103.0,VANI,12875.24,1.0,2.0,9.1984007932562,7623.403225806452,Slow Moving
MDU,GL-07988,2024-11-14,E,22KT,G RING,EXCLUSIVE,CA R,15.0,1.0,4.72,29283.05,2604.0,KARMEGAM,3750.0,4.0,6.0,87.19395691364117,6204.036016949152,Slow Moving
MDU,GL-07653,2024-11-04,N_38,22KT,G RING,CALCUTTA,CAL R,15.0,1.0,3.1,20149.74,107.0,SHANMUGANATHAN,19269.84,2.0,3.0,4.366805725532942,6499.916129032258,Slow Moving
MDU,GL-07740,2024-11-06,E,22KT,G RING,CALCUTTA,CAL R,15.0,1.0,4.09,25950.27,1545.0,VANI,3750.0,3.0,4.0,85.54928330225466,6344.809290953545,Slow Moving
MDU,GL-08094,2024-11-18,E,22KT,G RING,CALCUTTA,CAL R,15.0,1.0,3.28,22389.91,2226.0,KAVITHA,3750.0,2.0,3.0,83.25138421726572,6826.192073170732,Slow Moving
MDU,GL-08096,2024-11-18,E,22KT,G RING,CALCUTTA,CAL R,14.0,1.0,3.05,21471.09,3775.0,KAVITHA,3750.0,2.0,3.0,82.53465473806872,7039.701639344263,Slow Moving
CNI,GL-06567,2024-11-19,N_38,22KT,G RING,CALCUTTA,CAL R,10.0,1.0,3.45,23383.28,122.0,ARUN KUMAR,21022.08,2.0,3.0,10.097813480401369,6777.762318840579,Slow Moving
MDU,GL-08238,2024-11-23,E,22KT,G RING,CALCUTTA,CAL R,15.0,1.0,7.71,47398.19,1296.0,SILAMBARASAN,3750.0,6.0,8.0,92.08830548170721,6147.625162127108,Slow Moving
CNI,GL-06237,2024-11-02,A,22KT,G RING,GEMSTONE,R EM R,19.0,1.0,4.86,35502.94,369.0,RAVICHANDRAN,26475.0,4.0,6.0,25.428710974358747,7305.131687242799,Slow Moving
MDU,GL-08047,2024-11-17,E,22KT,G RING,GEMSTONE,R EM R,8.0,1.0,5.52,36252.91,1460.0,ESAKKIAMMAL,3750.0,4.0,6.0,89.6560027870866,6567.556159420291,Slow Moving
CBT,GL-03141,2024-11-25,Z_24,22KT,G RING,GEMSTONE,R EM R,7.0,1.0,2.37,17246.68,34.0,RAVIKUMAR,15452.01,1.0,2.0,10.405886814157855,7277.0801687763715,Slow Moving
CNI,GL-06708,2024-11-26,A,22KT,G RING,GEMSTONE,R EM R,16.0,1.0,6.66,41749.95,1134.0,RAMANATHAN,3750.0,6.0,8.0,91.01795331491415,6268.761261261261,Slow Moving
MDU,GL-08312,2024-11-26,A,22KT,G RING,GEMSTONE,NA R,21.0,1.0,13.16,81943.23,82.0,VANI,74724.79,12.0,16.0,8.809074282280553,6226.689209726444,Slow Moving
MDU,GL-07753,2024-11-06,A,22KT,G RING,GEMSTONE,SL SR,16.0,1.0,4.08,26749.62,112.0,BALAMURUGAN,25786.64,3.0,4.0,3.599976373496146,6556.279411764705,Slow Moving
MDU,GL-07768,2024-11-07,E_29,22KT,G RING,GEMSTONE,SL SR,20.0,1.0,6.83,43749.67,207.0,VANI,40153.23,6.0,8.0,8.220496291743446,6405.515373352855,Slow Moving
